,turns,turns,turns,turns,opening_moves,opening_moves,opening_moves,opening_moves,base_time,base_time,base_time,base_time,increment,increment,increment,increment,rating_diff,rating_diff,rating_diff,rating_diff,kmeans_cluster,kmeans_cluster,kmeans_cluster,kmeans_cluster
,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count,mean,median,std,count
hierarchical_cluster,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.4033155073377401,-0.4011349338109051,0.6235013531169468,7978,0.023308299938687663,0.0654322035427136,0.6089313823342455,7978,0.21459564804037373,-0.2228534740936983,1.5137356439948908,7978,0.13857500361031075,-0.3673832926032527,1.4884663957619582,7978,0.3796561520220991,0.1895355287272117,1.0727238259038867,7978,1.7420406116821259,2.0,0.7891008508387944,7978
1,0.8042273113896218,0.7308366290133981,1.0186918734277384,5428,-0.6069839739307403,-0.6495986538039233,0.48955428905554615,5428,-0.13696415270826703,-0.2228534740936983,0.3224256593153103,5428,-0.12239208076798606,-0.3673832926032527,0.36272166346535584,5428,-0.41623304926185334,-0.1678504732730489,1.033641029062246,5428,2.5840088430361092,3.0,0.8118220795970219,5428
2,0.27767318887182013,0.1648508476012465,0.9663178600441474,3942,1.4219411499320653,1.1379784895626692,0.9201239877398243,3942,-0.11413683225342655,-0.2228534740936983,0.336607264750391,3942,-0.060680587412357295,-0.3673832926032527,0.49444720916427976,3942,-0.17424157052177805,-0.1076168774303083,0.6945849624458207,3942,0.00684931506849315,0.0,0.14319997931531722,3942
3,-0.8274104941753107,-0.7883883631981667,0.500077187641283,2710,-0.92123122488819,-1.0071140824772418,0.2637726347839631,2710,-0.1913930872408193,-0.2228534740936983,0.23450626955053389,2710,-0.07454032797598446,-0.3673832926032527,0.40443862234043093,2710,-0.030525283557977154,-0.0232898432504715,0.5972808696992071,2710,1.0,1.0,0.0,2710
