turns,opening_moves,base_time,increment,rating_diff
-1.4139515952852817,0.06543220354271367,0.06852604870637738,-0.2274177839366042,1.2094910849976184
-1.3245854192728366,-0.2920832251306048,-0.5142329968937741,0.3324442507299898,0.21362896706430795
0.015907220913838196,-0.6495986538039233,-0.5142329968937741,0.3324442507299898,-0.047383281587567785
0.015907220913838196,-0.6495986538039233,0.35990557150645314,-0.3673832926032527,-0.09155458520557752
1.0287238823882148,0.06543220354271367,0.9426646171066048,-0.15743502960327996,0.18551995567102902
-1.652261397985135,-0.2920832251306048,-0.22285347409369838,-0.3673832926032527,0.9645411285704736
-0.8181770885356484,1.853009346909306,-0.22285347409369838,-0.3673832926032527,0.3581895970868853
-1.5331064966352084,0.06543220354271367,0.06852604870637738,1.7320993373964746,-2.822144263409816
0.16485084760124652,0.42294763221603215,0.06852604870637738,-0.3673832926032527,0.1574109442777501
1.7436532904877746,-0.2920832251306048,-0.22285347409369838,-0.3673832926032527,0.659357576300588
-0.6394447365107584,-1.3646295111505602,0.35990557150645314,3.831581967396202,0.4063764737610777
-0.6692334618482401,1.4954939182359877,0.35990557150645314,3.831581967396202,-1.982889494667631
-0.013881504423643469,-0.6495986538039233,-0.5142329968937741,2.431926880729717,-2.2599640355442374
-0.8777545392106118,-1.0071140824772418,-0.3394052832137287,-0.3673832926032527,-0.938840500060128
-0.8777545392106118,1.1379784895626692,0.06852604870637738,0.6823580223966109,-0.22005292300342405
-0.5202898351608317,0.7804630608893507,0.06852604870637738,0.6823580223966109,0.1574109442777501
-0.2521913071234968,1.1379784895626692,0.06852604870637738,0.6823580223966109,-0.22005292300342405
0.16485084760124652,1.1379784895626692,0.06852604870637738,0.7523407767299352,0.1574109442777501
1.2074562344131048,0.06543220354271367,0.06852604870637738,0.6823580223966109,-0.8585290389364739
-1.0564868912355017,-1.0071140824772418,-0.16457756953368322,-0.3673832926032527,1.5990016714473405
-1.3841628699478,0.42294763221603215,0.06852604870637738,0.6823580223966109,-2.3683845080611707
-1.7118388486600984,-1.0071140824772418,0.9426646171066048,3.831581967396202,0.07308391009791333
-1.294796693935355,-0.6495986538039233,0.06852604870637738,-0.017469520936631466,1.5990016714473405
-0.7288109125232034,-0.2920832251306048,-0.22285347409369838,-0.3673832926032527,0.7758091949298864
-1.4139515952852817,-0.6495986538039233,-0.22285347409369838,-0.3673832926032527,-1.2761486367794752
0.25421702361369153,-0.2920832251306048,-0.22285347409369838,0.3324442507299898,-0.5975167902845981
-0.5202898351608317,1.1379784895626692,-0.22285347409369838,0.3324442507299898,2.9642965105494596
-0.19261385644853346,-0.2920832251306048,-0.22285347409369838,0.3324442507299898,1.133195196930147
-0.2224025817860151,-0.2920832251306048,-0.22285347409369838,0.3324442507299898,-0.4328782949811073
0.16485084760124652,-0.2920832251306048,-0.22285347409369838,0.3324442507299898,-0.31642667635180893
0.1052733969262832,-0.6495986538039233,-0.22285347409369838,0.3324442507299898,1.2616935347279934
0.1052733969262832,0.42294763221603215,-0.22285347409369838,0.3324442507299898,0.7637624757613384
-0.19261385644853346,-0.6495986538039233,-0.22285347409369838,0.3324442507299898,0.7075444529747805
-1.1756417925854283,0.42294763221603215,0.06852604870637738,-0.15743502960327996,-1.9628116293867175
-1.473529045960245,-0.6495986538039233,0.24335376238642284,-0.3673832926032527,1.7636401667508315
-1.2352192432603917,-0.2920832251306048,-0.22285347409369838,-0.3673832926032527,-3.4686515254552313
-0.9671207152230568,1.853009346909306,-0.22285347409369838,-0.3673832926032527,2.341882686841141
-1.1458530672479468,-1.0071140824772418,0.06852604870637738,-0.3673832926032527,-2.1274501246902084
-0.6990221871857217,4.355617347622536,0.06852604870637738,-0.3673832926032527,2.064808145964534
-0.7883883631981667,-0.6495986538039233,0.9426646171066048,1.7320993373964746,5.87558697628192
-0.8479658138731301,1.853009346909306,0.35990557150645314,1.3821855657298534,0.8882452405030021
0.3137944742886548,-0.6495986538039233,-0.5142329968937741,-0.017469520936631466,1.0247747244132142
-0.9075432645480934,-0.6495986538039233,0.9426646171066048,-0.3673832926032527,2.064808145964534
0.16485084760124652,4.355617347622536,1.5254236627067563,2.431926880729717,5.851493537944824
-0.579867285835795,-0.6495986538039233,0.35990557150645314,-0.3673832926032527,2.064808145964534
-0.34155748313594175,-0.6495986538039233,0.06852604870637738,-0.3673832926032527,2.064808145964534
-1.7118388486600984,-1.0071140824772418,0.06852604870637738,-0.3673832926032527,-2.1274501246902084
-1.5926839473101717,-0.6495986538039233,-0.22285347409369838,-0.3673832926032527,1.4343631761438498
-0.7585996378606851,4.355617347622536,1.5254236627067563,2.431926880729717,5.823384526551545
-0.579867285835795,-0.2920832251306048,1.5254236627067563,2.431926880729717,5.823384526551545
-1.652261397985135,-0.6495986538039233,-0.22285347409369838,-0.3673832926032527,-2.1274501246902084
-1.5926839473101717,-0.2920832251306048,-0.22285347409369838,-0.3673832926032527,2.064808145964534
-0.2224025817860151,-1.0071140824772418,-0.22285347409369838,-0.3673832926032527,-2.1274501246902084
-0.7288109125232034,-1.0071140824772418,-0.22285347409369838,-0.3673832926032527,2.064808145964534
-1.56289522197269,-1.0071140824772418,0.12680195326639254,-0.3673832926032527,1.4102697378067535
-1.7118388486600984,-0.6495986538039233,-0.455957092333759,0.3324442507299898,-0.4047692835878284
-0.9671207152230568,0.06543220354271367,-0.22285347409369838,-0.3673832926032527,0.10520849454737495
-0.9075432645480934,1.1379784895626692,-0.22285347409369838,-0.3673832926032527,-0.14375703493595268
-0.4905011098233501,0.06543220354271367,-0.22285347409369838,-0.3673832926032527,0.6232174187949437
-0.9373319898855751,0.42294763221603215,-0.22285347409369838,-0.3673832926032527,0.20559782095194254
-0.6990221871857217,-0.6495986538039233,-0.3394052832137287,0.3324442507299898,-1.5251141662628027
-0.34155748313594175,-1.0071140824772418,-0.3394052832137287,0.47240975939663826,-0.05541442769993319
-0.8479658138731301,-1.0071140824772418,-0.3394052832137287,0.47240975939663826,-0.13974146187976996
