player_id,degree_centrality,pagerank,betweenness,community
chesscarl,0.0027105645907708584,0.0012266503603855987,1.7025033793271506e-05,134
youralterego,0.002380007933359778,0.0011678431133324751,0.00011827918214272836,338
elvis1997,0.002313896601877562,0.0010770650737120392,6.720408076291384e-05,46
oilen1401,6.611133148221606e-05,0.001053865541327138,0.0,134
lbringer,0.0025783419278064264,0.0010462091532379375,0.00016897837776998285,409
pavelsps,0.0028427872537352904,0.001043105471489569,0.002782216598205919,79
amir2002zzz,0.0009916699722332409,0.0010062903242787958,0.0,162
gjdgjdfj,0.0026444532592886424,0.0010032358639819716,0.00025437017756083064,111
smilsydov,0.002247785270395346,0.000974411209881555,3.377032377068438e-05,113
sjeiben,0.002247785270395346,0.0009613849049261164,0.0019434123739702274,161
traced,0.0015205606240909692,0.0009442763778799352,0.00322966265494123,415
1240100948,0.0025783419278064264,0.000933346626459295,0.0003036007181548273,457
unrim,0.002313896601877562,0.0009331512788004478,0.001045030012358996,332
apis11,0.002380007933359778,0.0009326293824978647,0.0005867123872965712,344
robixy,0.0031072325796641545,0.0009300772732798707,0.0024267495266436325,125
s-a,0.0027105645907708584,0.0009268183225082791,0.0017850443178310464,221
brandonbos,0.0025783419278064264,0.0009069303635839677,2.6400822621658513e-06,257
ssf7,0.0030411212481819385,0.0008961099639045963,0.003289012699116941,48
bobc,0.0027105645907708584,0.0008636094882566259,0.003459700986677983,244
hassan1365416,0.0028427872537352904,0.0008498549198701364,1.894827252729961e-06,943
amanan,0.0025783419278064264,0.0008434892186557431,7.4438081001133185e-06,67
ducksandcats,0.0019833399444664818,0.0008348682421386658,0.0010638719239563056,173
bigbrother101,0.0025122305963242103,0.0008297414048914783,0.0011033096097464495,9
spiteknight,0.0029750099166997225,0.000828933240455751,0.0016569688810502343,97
chesskhovtsev,0.0030411212481819385,0.0008188792157285576,0.002448647886677528,83
e6d4,0.0014544492926087532,0.00081726443806965,0.001304185266170048,854
bosspotato,0.0025122305963242103,0.0008154393350457463,0.0010905143898689061,138
khelil,0.0030411212481819385,0.0008094529971637277,0.001759121050758568,263
rodrigowski19,0.002247785270395346,0.0008008339284300163,0.0013232013620027036,9
fabian1104,0.00218167393891313,0.0008003379627601822,0.00017037757557753234,222
denisgodunov,0.002446119264841994,0.0007971969279200877,0.0003016293984524485,37
mazpharaoh,0.002247785270395346,0.0007917182604156265,1.1408302490484887e-06,1225
lolmens,0.0015866719555731853,0.000790508835064812,0.00011903099364784844,177
taranga,0.0028427872537352904,0.0007841303095926662,0.0028998166002457207,50
dpoty,0.0026444532592886424,0.0007813593890419199,0.0012292177117174392,350
jdbarger,0.0031072325796641545,0.0007795911449797265,0.0013261897294784659,410
bear789,0.0027766759222530744,0.0007759793666795197,0.0005813076493542398,846
loukas435,0.0027105645907708584,0.0007740610654998104,0.010845085129812753,10
lance5500,0.0019172286129842655,0.0007677381532803428,0.01949193320532188,179
saeed65,0.002049451275948698,0.0007660908514146286,0.0005126086875753314,422
totonut,0.0028427872537352904,0.0007549675624400682,0.0014321932680087814,100
docboss,0.0027766759222530744,0.0007525880543197156,0.0009070259772001497,940
yellow_dragon,0.0029088985852175064,0.0007501828980827863,0.001822106533029324,33
juncinmestrella,0.0029088985852175064,0.0007489834970524193,0.0034615716959146047,41
gmanderson,0.001190003966679889,0.0007437350756702069,1.3550091080652548e-07,481
mrjv,0.0028427872537352904,0.0007415242392777687,0.0014167305014371474,36
hus1972,0.002049451275948698,0.0007394204424539316,0.0020862228616366687,435
ozil17,0.0018511172815020495,0.000739327869283728,6.906175454010008e-07,1062
samoo1477,0.0028427872537352904,0.0007371154791436219,0.0022147682081907496,378
hd_aslani,0.002380007933359778,0.000734395094908984,0.0002414058000946321,794
rubikstein,0.0026444532592886424,0.0007327238662570708,0.009612883056105442,254
ridics,0.0009255586407510248,0.0007285633928470575,1.891607284849505e-05,163
oggy04,0.00218167393891313,0.0007226673086719833,0.001373503206239135,653
scorchedturf,0.00218167393891313,0.0007223164158677053,0.0015478462093802326,99
sugarmike,0.002049451275948698,0.0007201737815960031,0.00010107493746742242,678
cro_chess_fan,0.0019833399444664818,0.0007200969653523233,0.001766826244486623,1160
flafel26,0.002446119264841994,0.0007140139082132742,0.0008079059681958964,451
mandre,0.0002644453259288642,0.0007091543651483667,1.7160534704078034e-05,163
codagirl,0.0028427872537352904,0.0007080851342718212,0.022115794620203105,93
vladimir-kramnik-1,0.0030411212481819385,0.0007076142082519453,3.776541514091549e-06,1054
networkchess2,0.00218167393891313,0.0007074931821918716,0.00982009811535611,196
toni4127,0.0018511172815020495,0.0007069701452238388,0.00015065952882836517,327
trial-__gre,0.002380007933359778,0.0007064580747978823,2.8979710924105287e-06,1053
thatguythatistr,0.0028427872537352904,0.0006992438148881571,0.009597447191980376,767
irishman012,0.0027766759222530744,0.0006935277838750564,0.0028375929064544743,20
mukrisp,0.0027105645907708584,0.0006924687545986768,0.00417470432849611,505
erdugliano71,0.0012561152981621052,0.0006907820898886291,6.730898469386083e-05,122
lifeandstuff,0.001123892635197673,0.0006905770953453148,5.075601858985077e-05,885
kishomat,0.002247785270395346,0.0006897957251984621,0.001609372677094698,144
meccanoidg15,0.0017850059500198335,0.0006896470582675825,0.00013539600687557848,139
jeffersondarcy1,0.0030411212481819385,0.000688424892008774,0.002738924658148624,503
ranchowangdu,0.0017850059500198335,0.0006876777508973389,8.396685472881788e-05,572
chessmageddon,0.0016527832870554015,0.0006863240146904509,0.004924235539921984,79
businessman47,0.00218167393891313,0.000685518863937227,1.2938151483461787e-06,425
sharkey101,0.002247785270395346,0.0006800743099970255,0.0028636068229808253,325
dude_perfect,0.0012561152981621052,0.0006789468901574179,1.2369921857498938e-06,120
tangela,0.002380007933359778,0.0006782707193323335,0.0036255613205885173,75
dimitris22,0.0025122305963242103,0.000677191268113069,0.002337993399065843,197
noobdude,0.002313896601877562,0.000676877307023072,0.002547055633028011,1093
icecreamdealer,0.002247785270395346,0.000676131884745148,0.00034731068938273875,737
aqwert,0.001190003966679889,0.0006750116495798877,5.020527295237908e-05,560
divu7,0.002247785270395346,0.0006677631668380679,0.0002376481995680727,748
mathu21345,0.002446119264841994,0.0006677214792779964,0.0003821781334312437,22
basakcesur,0.0017850059500198335,0.0006674801725872152,0.00016860076524711774,805
anakgreget,0.002446119264841994,0.0006659733258505118,0.00032734688852391076,527
artykom,0.0017850059500198335,0.0006610827930912747,0.0015215778279713905,823
ozguragarr,0.0026444532592886424,0.0006600776756730047,0.00045300139981182863,413
maximillian_08,0.0016527832870554015,0.0006532991965543681,0.0027387794500484362,328
rb52,0.0014544492926087532,0.000648321066192743,2.446301389722114e-05,724
azomio,0.0026444532592886424,0.0006470641119495377,0.0016016936156851775,119
dhernandez101,0.002247785270395346,0.000645258316867071,0.0014049159876140518,764
mmichael,0.001123892635197673,0.0006406694388402723,0.0,390
oldpaths,0.002380007933359778,0.0006403844410650997,0.00677022083370214,18
zhaska,0.00218167393891313,0.0006400139100050487,0.0011611587367672596,484
rhysmc123,0.002313896601877562,0.0006389894439277724,0.00026869393513221724,971
vfhfnvfhfn22,0.002247785270395346,0.000638184484854553,0.0010120036322986234,389
ethan_3f,0.002313896601877562,0.0006375174479670348,0.0006269798340405259,279
king5891,0.002446119264841994,0.0006357622027812276,2.3778224347983825e-06,478
hill_j,0.0027105645907708584,0.0006356801550198178,0.00037405244977997497,116
christina-a-11,0.0012561152981621052,0.0006339928894180048,1.708185675586779e-05,175
tfeng,0.00218167393891313,0.0006338093679136392,0.0012275052278946804,81
first-time-1,0.0015866719555731853,0.0006325983502102018,5.023586993223862e-05,787
mobin1388,0.002247785270395346,0.000631581121566142,0.0025540317439629364,551
dipset,0.003305566574110803,0.0006305068469761361,0.004734661023709391,68
masterzyd,0.0025122305963242103,0.0006303926886109512,0.0003358401730332061,394
glzrchess,0.0018511172815020495,0.000629695150742614,0.00024390163945174582,596
lionnessebim1,0.001123892635197673,0.0006287554757270356,7.840694638862764e-05,380
jakubsagitario17,0.0019833399444664818,0.000625603693255377,0.0004808096835070246,209
todorowk,0.002313896601877562,0.0006247554472551104,0.0007457889995843895,72
amateur_pawn_star,0.0028427872537352904,0.0006236266405530234,0.0003833102216860466,341
moistvonlipwig,0.0007272246463043766,0.0006236003016838386,1.692450085944731e-05,1182
gqueen,0.0012561152981621052,0.0006235129878013119,5.663894361741515e-05,127
zen3000,0.0026444532592886424,0.0006230018661468075,3.837735473810625e-06,585
webkin,0.002115562607430914,0.0006182306044028538,0.00022054157382850898,803
nuffsaidm8,0.0027105645907708584,0.0006181586274757173,0.0003349057995482575,709
sarthakmanna,0.002247785270395346,0.0006159755501067511,0.0017572913513629654,461
guru200773,0.002049451275948698,0.0006134890302710612,1.9931746879927616e-06,791
tetley,0.0029750099166997225,0.0006107852735320213,0.01711735080837176,271
siindbad,0.0013222266296443212,0.0006102115692513417,0.0,554
cape217,0.002446119264841994,0.000608703001819926,0.0002852884257088938,352
trickysuperfreak,0.0017850059500198335,0.0006072182738212434,1.2894441512233876e-06,980
kn89,0.002446119264841994,0.000607010977266633,0.0014050164476979241,131
verylongusername,0.0013222266296443212,0.000603309527465859,3.397138963833277e-05,269
poocasso,0.0029088985852175064,0.000600804135680729,0.0018543164871461764,610
flashundtibbers,0.0013222266296443212,0.0005996201595986654,2.753728187358421e-07,1280
a_p_t_e_m_u_u,0.002380007933359778,0.0005971130273496029,0.0026146083823340234,2
meme_master,0.0013222266296443212,0.0005962188949111721,0.0002827335778906224,1185
jaivl,0.0017188946185376175,0.0005922160797515557,0.00010457515911340155,676
yazeed_bani_saleem,0.0018511172815020495,0.0005900098457492387,0.000488303758074051,488
vanirof,0.0012561152981621052,0.0005875861652465576,0.006530305985456572,176
aridaybordon,0.0025783419278064264,0.0005870521910027097,0.0015708910255086066,186
thehutchtouch,0.0026444532592886424,0.0005854596746385558,0.0024994490722376546,381
